,affix,Derived Word,Source Word
12748,er,poacher,poach
12751,er,podder,pod
12757,er,poisoner,poison
12761,er,poler,pole
12764,er,policer,police
12768,er,poller,poll
12777,er,pooler,pool
12778,er,popper,pop
12781,er,porer,pore
12783,er,pornographer,pornography
12785,er,posser,poss
12787,er,potter,pottere
12795,er,pouncer,pounce
12797,er,pounder,pound
12799,er,pourer,pour
12802,er,prefetcher,prefetch
12803,er,preheater,preheat
12805,er,prescriber,prescribe
12806,er,presser,press
12808,er,previewer,preview
12811,er,pricer,price
12813,er,pricker,prick
12817,er,prizer,prize
12821,er,producer,produce
12827,er,profiler,profile
12832,er,pronouncer,pronounce
12839,er,propounder,propound
12841,er,propper,prop
12844,er,proser,prose
12848,er,protester,protest
12853,er,provider,provide
12855,er,prowler,prowl
12857,er,pruner,prune
12859,er,puddler,puddle
12862,er,pusher,push
12865,er,putter,potter
12869,er,puzzler,puzzle
12871,er,quacker,quack
12873,er,quailer,quail
12875,er,querier,query
12877,er,queuer,queue
12880,er,quiller,quill
12882,er,quiner,quine
12884,er,quizzer,quiz
12888,er,quoter,quote
12891,er,radiographer,radiography
12895,er,rager,rage
12897,er,railroader,railroad
12901,er,rainer,rain
12902,er,raker,rake
12904,er,rammer,ram
12909,er,ranger,range
12918,er,ransacker,ransack
12920,er,ransomer,ransom
12921,er,rater,rate
12925,er,ratter,rat
12927,er,rattler,rattle
12928,er,ravener,raven
12930,er,raver,rave
12933,er,razer,raze
12936,er,reacher,reach
12939,er,readjuster,readjust
12943,er,reamer,ream
12945,er,rearranger,rearrange
12947,er,rebounder,rebound
12951,er,rebuilder,rebuild
12953,er,rebuker,rebuke
12955,er,reciter,recite
12959,er,reclaimer,reclaim
12961,er,recliner,recline
12963,er,rediscoverer,rediscover
12966,er,reefer,reef
12971,er,referrer,refer
12972,er,reforger,reforge
12974,er,refounder,refound
12976,er,refresher,refresh
12977,er,refuter,refute
12978,er,regarder,regard
12982,er,reheater,reheat
12984,er,reigner,reign
12986,er,reinforcer,reinforce
12987,er,relayer,relay
12989,er,releaser,release
12990,er,reloader,reload
12995,er,remainderer,remainder
12997,er,remainer,remain
12999,er,rememberer,remember
13005,er,reminder,remind
13008,er,remitter,remit
13015,er,remixer,remix
13016,er,remodeler,remodel
13017,er,renamer,rename
13018,er,renderer,render
13021,er,renouncer,renounce
13027,er,repealer,repeal
13031,er,repenter,repent
13033,er,replayer,replay
13037,er,reposter,repost
13039,er,reprinter,reprint
13041,er,reproducer,reproduce
13049,er,resampler,resample
13051,er,researcher,research
13053,er,resorter,resort
13055,er,restarter,restart
13057,er,restauranter,restaurant
13059,er,rester,rest
13061,er,retoucher,retouch
13063,er,retreater,retreat
13065,er,returner,return
13070,er,reveller,revel
13072,er,reverser,reverse
13073,er,reverter,revert
13076,er,reviler,revile
13078,er,rewinder,rewind
13080,er,rewriter,rewrite
13082,er,ribber,rib
13084,er,ricer,rice
13095,er,ridder,rid
13100,er,riddler,riddle
13104,er,rifler,rifle
13106,er,rigger,rig
13109,er,rimmer,rim
13111,er,ringer,ring
13117,er,rinker,rink
13119,er,rinser,rinse
13129,er,roarer,roar
13132,er,roaster,roast
13137,er,rooker,rook
13141,er,roper,rope
13146,er,rubber,rub
13157,er,ruffer,ruff
13159,er,rumbler,rumble
13161,er,runer,rune
13162,er,sacker,sack
13164,er,safeguarder,safeguard
13167,er,salvager,salvage
13168,er,sandbagger,sandbag
13170,er,scaffolder,scaffold
13171,er,scalper,scalp
13176,er,scambler,scamble
13178,er,scarer,scare
13180,er,scener,scene
13181,er,scheduler,schedule
13186,er,schmoozer,schmooze
13188,er,schooler,school
13191,er,scooper,scoop
13193,er,scorcher,scorch
13195,er,scourger,scourge
13197,er,scrapbooker,scrapbook
13198,er,scraper,scrape
13204,er,scratcher,scratch
13207,er,scrawler,scrawl
13209,er,screamer,scream
13221,er,screecher,screech
13223,er,screener,screen
13225,er,scribbler,scribble
13227,er,scroller,scroll
13229,er,scrubber,scrub
13231,er,scryer,scry
13233,er,scutcher,scutch
13235,er,scuttler,scuttle
13236,er,seachanger,seachange
13242,er,seceder,secede
13244,er,seducer,seduce
13247,er,seeder,seed
13262,er,seether,seethe
13263,er,seller,seller
13267,er,sentencer,sentence
13269,er,sequencer,sequence
13274,er,serenader,serenade
13276,er,serger,serge
13282,er,servicer,service
13291,er,shambler,shamble
13293,er,shamer,shame
13295,er,sharer,share
13297,er,sharker,shark
13299,er,shedder,shed
13301,er,sheepshagger,sheep
13306,er,sheller,shell
13308,er,shifter,shift
13317,er,shitter,shit
13319,er,shoer,shoe
13327,er,shoveler,shovel
13329,er,shover,shove
13340,er,shrieker,shriek
13342,er,shrimper,shrimp
13344,er,shrinker,shrink
13348,er,shuffler,shuffle
13349,er,shunner,shun
13351,er,sickener,sicken
13355,er,signer,sign
13361,er,silencer,silence
13366,er,sizzler,sizzle
13368,er,skateboarder,skateboard
13371,er,skimmer,skim
13374,er,skinker,skink
13382,er,slackliner,slackline
13385,er,slagger,slag
13394,er,slammer,slam
13398,er,slater,slate
13401,er,slayer,slay
13409,er,sleigher,sleigh
13411,er,slicker,slick
13414,er,slider,slide
13416,er,slinker,slink
13418,er,slitter,slit
13419,er,sloper,slope
13422,er,smacker,smack
13427,er,smasher,smash
13434,er,smeller,smell
13438,er,smiler,smile
13441,er,smiter,smite
13443,er,snarker,snark
13445,er,snarler,snarl
13455,er,sneezer,sneeze
13458,er,sniffer,sniff
13467,er,snipper,snip
13468,er,snoozer,snooze
13471,er,snowboarder,snowboard
13474,er,snower,snow
13479,er,snowmobiler,snowmobile
13480,er,snowshoer,snowshoe
13482,er,snuffer,snuff
13484,er,soaker,soak
13487,er,soarer,soar
13489,er,soiler,soil
13493,er,soother,sooth
13496,er,sopper,sop
13498,er,sorter,sort
13502,er,spacer,space
13506,er,spammer,spam
13515,er,spanger,spange
13520,er,spangler,spangle
13530,er,sparkler,sparkle
13534,er,sparrer,spar
13537,er,spawner,spawn
13539,er,spearer,spear
13541,er,speeder,speed
13543,er,spiller,spill
13547,er,spitter,spit
13551,er,splasher,splash
13562,er,spoofer,spoof
13565,er,spooler,spool
13566,er,spooner,spoon
13567,er,sporter,sport
13573,er,springer,spring
13575,er,sprinkler,sprinkle
13576,er,spruiker,spruik
13596,er,squawker,squawk
13598,er,squeaker,squeak
13601,er,squealer,squeal
13602,er,squeezer,squeeze
13603,er,squirmer,squirm
13605,er,squirter,squirt
13607,er,stapler,staple
13609,er,starcher,starch
13611,er,starter,start
13623,er,statehooder,statehood
13624,er,stayer,stay
13628,er,stealer,steal
13630,er,steamer,steam
13633,er,stemmer,stem
13639,er,stenciler,stencil
13641,er,stenographer,stenography
13643,er,stereotyper,stereotype
13645,er,sternwheeler,sternwheel
13646,er,sticker,stick
13656,er,stiffener,stiffen
13657,er,stifler,stifle
13659,er,stinger,sting
13662,er,stirrer,stir
13669,er,stitcher,stitch
13671,er,stocker,stock
13681,er,stockinger,stocking
13683,er,stoker,stoker
13688,er,stomacher,stomach
13690,er,stonewaller,stonewall
13692,er,stooker,stook
13694,er,storyboarder,storyboard
13696,er,strafer,strafe
13698,er,straightener,straighten
13699,er,strangler,strangle
13703,er,strayer,stray
13705,er,streaker,streak
13709,er,streamliner,streamline
13710,er,strengthener,strengthen
13726,er,stringer,string
13736,er,striper,stripe
13742,er,stroker,stroke
13745,er,structurer,structure
13748,er,strutter,strut
13751,er,stubber,stub
13753,er,stuffer,stuff
13758,er,styler,style
13761,er,subdivider,subdivide
13763,er,subduer,subdue
13765,er,submitter,submit
13766,er,subscriber,subscribe
13767,er,subtitler,subtitle
13770,er,subtracter,subtract
13772,er,succeeder,succeed
13776,er,sucker,suck
13782,er,suicider,suicide
13788,er,sunbather,sunbathe
13789,er,sundowner,sundown
13792,er,supposer,suppose
13794,er,surfeiter,surfeit
13801,er,sustainer,sustain
13803,er,swager,swage
13804,er,swallower,swallow
13809,er,swamper,swamp
13815,er,swapper,swap
13817,er,swarmer,swarm
13818,er,sweetener,sweeten
13820,er,swimmer,swim
13822,er,switcher,switch
13825,er,swooper,swoop
13827,er,tacker,tack
13829,er,tailer,tail
13831,er,tailgater,tailgate
13836,er,taler,taler
13837,er,talker,talk
13842,er,tanner,tannour
13844,er,taper,taper
13851,er,tapper,tap
13855,er,tasker,task
13859,er,tattler,tattle
13864,er,taxer,tax
13869,er,tearer,tear
13871,er,teetotaler,teetotal
13872,er,telegrapher,telegraph
13874,er,termer,term
13881,er,terraformer,terraform
13882,er,tester,testre
13888,er,texter,text
13890,er,thatcher,thatch
13892,er,thinker,think
13895,er,thrasher,thrash
13897,er,threatener,threaten
13900,er,thumber,thumb
13904,er,tickler,tickle
13908,er,tinger,tinge
13910,er,tinner,tin
13911,er,tinter,tint
13913,er,tippler,tipple
13915,er,tither,tithe
13919,er,titler,title
13921,er,tooner,toon
13922,er,tooter,toot
13924,er,toper,tope
13927,er,topographer,topography
13928,er,torcher,torch
13933,er,toter,tote
13936,er,toyer,toy
13938,er,tracer,trace
13943,er,trafficker,traffic
13956,er,tramper,tramp
13960,er,transcender,transcend
13963,er,transcriber,transcribe
13965,er,transducer,transduce
13967,er,transferrer,transfer
13968,er,transloader,transload
13969,er,transmuter,transmute
13971,er,transplanter,transplant
13973,er,traveller,travel
13978,er,trekker,trek
13981,er,trembler,tremble
13983,er,tricker,trick
13985,er,trier,try
13992,er,trimmer,trim
14001,er,tripler,triple
14003,er,troller,troll
14005,er,trooper,troop
14007,er,troubler,trouble
14018,er,tucker,tuck
14031,er,tuner,tune
14036,er,turtler,turtle
14040,er,tusker,tusk
14043,er,tussler,tussle
14045,er,tweaker,tweak
14048,er,tweener,tween
14051,er,tweeter,tweet
14054,er,twiddler,twiddle
14056,er,twinkler,twinkle
14058,er,twinner,twin
14060,er,typographer,typography
14061,er,undergoer,undergo
14062,er,underminer,undermine
14064,er,underperformer,underperform
14066,er,undoer,undo
14068,er,uniter,unite
14071,er,unmaker,unmake
14073,er,untier,untie
14075,er,updater,update
14077,er,upender,upend
14078,er,upgrader,upgrade
14080,er,uplifter,uplift
14082,er,uploader,upload
14085,er,upsetter,upset
14091,er,urger,urge
14094,er,user,user
14103,er,utterer,utter
14106,er,vacationer,vacation
14109,er,vanisher,vanish
14111,er,vanner,van
14113,er,venturer,venture
14117,er,vetter,vet
14119,er,viander,viand
14121,er,vidder,vid
14122,er,vier,vie
14131,er,vintager,vintage
14133,er,voguer,vogue
14135,er,voicer,voice
14145,er,vower,vow
14147,er,waffler,waffle
14151,er,wafter,waft
14153,er,waggler,waggle
14155,er,walloper,wallop
14159,er,wallower,wallow
14161,er,waltzer,waltz
14163,er,wanderer,wander
14171,er,wanter,want
14174,er,warner,warn
14176,er,warrener,warren
14180,er,watcher,watch
14186,er,waterproofer,waterproof
14188,er,waverer,waver
14189,er,waxer,wax
14192,er,webber,web
14194,er,weekender,weekend
14200,er,welcher,welch
14203,er,wheezer,wheeze
14205,er,whetter,whet
14206,er,whiffler,whiffle
14216,er,whinger,whinge
14218,er,whipper,whip
14219,er,whitewasher,whitewash
14221,er,wholesaler,wholesale
14222,er,whooper,whoop
14223,er,whopper,whop
14224,er,wigger,wig
14225,er,wincer,wince
14227,er,winder,wind
14229,er,withdrawer,withdraw
14231,er,wobbler,wobble
14233,er,wonderer,wonder
14235,er,worrier,worry
14239,er,wrencher,wrench
14241,er,wringer,wring
14242,er,wronger,wrong
14247,er,yacker,yack
14249,er,yakker,yak
14251,er,yarder,yard
14252,er,yarner,yarn
14254,er,yawner,yawn
14256,er,yeasayer,say
14261,er,yeller,yell
14264,er,yielder,yield
14270,er,yodeler,yodel
14272,er,zinger,zing
14274,er,bawler,bawl
14276,er,batterer,batter
14280,er,bather,bathe
14282,er,baster,baste
14284,er,basher,bash
14289,er,barracker,barrack
14291,er,averager,average
14292,er,traumatizer,traumatize
14294,er,tainter,taint
14297,er,shrouder,shroud
14300,er,abider,abide
14304,er,abutter,abut
14306,er,accomplisher,accomplish
14308,er,acquirer,acquire
14311,er,addresser,address
14313,er,agonizer,agonize
14315,er,aligner,align
14317,er,ambusher,ambush
14319,er,announcer,announce
14322,er,appearer,appear
14325,er,appeaser,appease
14326,er,appraiser,appraise
14328,er,approver,approve
14333,er,archiver,archive
14335,er,assayer,assay
14337,er,asserter,assert
14339,er,assurer,assure
14340,er,atoner,atone
14342,er,attacker,attack
14347,er,authorizer,authorize
14349,er,babbler,babble
14352,er,backslider,backslide
14355,er,balancer,balance
14357,er,baler,bale
14360,er,bander,band
14363,er,banterer,banter
14365,er,binner,bin
14367,er,blacklister,blacklist
14368,er,borrower,borrow
14370,er,bouncer,bounce
14392,er,categorizer,categorize
14394,er,chiseler,chisel
14396,er,chronicler,chronicle
14397,er,chucker,chuck
14399,er,circumciser,circumcise
14400,er,civilizer,civilize
14402,er,claimer,claim
14403,er,clincher,clinch
14404,er,coacher,coach
14412,er,cognizer,cognize
14414,er,colorizer,colorize
14415,er,compromiser,compromise
14417,er,conceptualizer,conceptualize
14419,er,crooner,croon
14423,er,croucher,crouch
14425,er,crucifier,crucify
14427,er,cruiser,cruise
14429,er,customizer,customize
14430,er,dangler,dangle
14432,er,decoder,decode
14434,er,dehumanizer,dehumanize
14436,er,deleter,delete
14438,er,delver,delve
14442,er,developer,develop
14447,er,digester,digest
14450,er,disguiser,disguise
14454,er,disqualifier,disqualify
14456,er,dodger,dodge
14458,er,dynamiter,dynamite
14461,er,economizer,economize
14463,er,electrolyzer,electrolyze
14464,er,encoder,encode
14465,er,equalizer,equalize
14473,er,exerciser,exercise
14475,er,exorciser,exorcise
14477,er,expander,expand
14480,er,extinguisher,extinguish
14481,er,fantasizer,fantasize
14484,er,fastener,fasten
14493,er,focuser,focus
14502,er,forecaster,forecast
14506,er,furnisher,furnish
14512,er,gnawer,gnaw
14513,er,guesser,guess
14517,er,harmonizer,harmonize
14520,er,heater,heat
14522,er,helper,help
14525,er,hooper,hoop
14529,er,hurrier,hurry
14530,er,hybridizer,hybridize
14532,er,hypnotizer,hypnotize
14534,er,immobiliser,immobilise
14538,er,immortalizer,immortalize
14541,er,inducer,induce
14543,er,initializer,initialize
14545,er,inquirer,inquire
14547,er,intruder,intrude
14550,er,ionizer,ionize
14551,er,itemizer,itemize
14559,er,knower,know
14561,er,laugher,laugh
14564,er,lender,lend
14566,er,libeller,libel
14568,er,linearizer,linearize
14570,er,listener,listen
14573,er,looter,loot
14575,er,magnetizer,magnetize
14578,er,manufacturer,manufacture
14579,er,memorizer,memorize
14581,er,motherer,mother
14583,er,multiplexer,multiplex
14585,er,nebulizer,nebulize
14587,er,nitpicker,nitpick
14589,er,nullifier,nullify
14591,er,optimizer,optimize
14594,er,packager,package
14595,er,packer,pack
14600,er,paganizer,paganize
14602,er,paralyzer,paralyze
14604,er,pasteurizer,pasteurize
14606,er,proclaimer,proclaim
14608,er,promiser,promise
14610,er,publisher,publish
14612,er,punisher,punish
14614,er,quarreler,quarrel
14616,er,raiser,raise
14617,er,randomizer,randomize
14619,er,realizer,realize
14622,er,rearer,rear
14624,er,receiver,receive
14633,er,reorganizer,reorganize
14641,er,revitalizer,revitalize
14643,er,riser,rise
14648,er,rooter,root
14653,er,rower,row
14655,er,ruler,rule
14657,er,runner,run
14661,er,rustler,rustle
14664,er,schemer,scheme
14670,er,seeker,seek
14674,er,sensitizer,sensitize
14675,er,sermonizer,sermonize
14677,er,settler,settle
14686,er,sharpener,sharpen
14689,er,shielder,shield
14691,er,shirker,shirk
14695,er,shocker,shock
14698,er,shopper,shop
14700,er,signaller,signal
14702,er,sinker,sink
14710,er,skeletonizer,skeletonize
14711,er,slanderer,slander
14714,er,sower,sow
14716,er,spinner,spin
14723,er,sponger,sponge
14726,er,squinter,squint
14728,er,stainer,stain
14731,er,stalker,stalk
14736,er,starer,stare
14738,er,sufferer,suffer
14742,er,summarizer,summarize
14746,er,swinger,swing
14752,er,synchronizer,synchronize
14756,er,synthesizer,synthesize
14764,er,teleporter,teleport
14766,er,texturizer,texturize
14768,er,theorizer,theorize
14771,er,tingler,tingle
14773,er,toiler,toil
14774,er,tokenizer,tokenize
14775,er,tracker,track
14778,er,trader,trade
14780,er,transmitter,transmit
14782,er,treader,tread
14787,er,upholder,uphold
14791,er,varnisher,varnish
14793,er,verbalizer,verbalize
14794,er,visualizer,visualize
14799,er,vocalizer,vocalize
14802,er,yowler,yowl
14806,er,mainlander,mainland
14812,er,uplander,upland
14813,er,flatlander,flatland
14827,er,highlander,highland
14830,er,homesteader,homestead
14831,er,inlander,inland
14834,er,islander,island
14835,er,lowlander,lowland
14837,er,villager,village
14839,ive,invertive,invert
14840,ive,insertive,insert
14841,ive,disclosive,disclose
14846,ive,accretive,accrete
14847,ive,administrative,administrate
14848,ive,associative,associate
14850,ive,competitive,compete
14852,ive,derogative,derogate
14853,ive,directive,direct
14854,ive,duplicative,duplicate
14855,ive,enumerative,enumerate
14856,ive,equative,equate
14858,ive,exploitative,exploitation
14861,ive,investigative,investigate
14862,ive,mandative,mandate
14863,ive,preemptive,preempt
14864,ive,purposive,purpose
14866,ive,rejective,reject
14869,an,abecedarian,abecedarius
14874,an,centenarian,centenary
14876,an,contrarian,contrary
14880,an,diasporan,diaspora
14881,an,disciplinarian,discipline
14884,an,documentarian,documentary
14885,an,dystopian,dystopia
14886,an,ecotopian,ecotopia
14887,an,extropian,extropy
14892,an,millenarian,millenarius
14895,an,ovarian,ovary
14896,an,parliamentarian,parliamentary
14898,an,perigean,perigee
14899,an,republican,republic
14903,an,seminarian,seminary
14904,like,ratlike,rat
14909,like,sheetlike,sheet
14910,like,antlike,ant
14911,like,apelike,ape
14914,like,barnlike,barn
14916,like,batlike,bat
14925,like,beadlike,bead
14926,like,beaklike,beak
14928,like,beanlike,bean
14929,like,bearlike,bear
14936,like,bladelike,blade
14938,like,bonelike,bone
14940,like,boxlike,box
14941,like,boylike,boy
14942,like,bristlelike,bristle
14943,like,broomlike,broom
14944,like,brushlike,brush
14946,like,capelike,cape
14948,like,carlike,car
14949,like,cartoonlike,cartoon
14950,like,castlelike,castle
14952,like,catlike,cat
14953,like,cavelike,cave
14955,like,chairlike,chair
14956,like,chantlike,chant
14958,like,clawlike,claw
14959,like,clifflike,cliff
14961,like,clocklike,clock
14963,like,clothlike,cloth
14964,like,cloudlike,cloud
14965,like,clublike,club
14971,like,comblike,comb
14972,like,cordlike,cord
14974,like,cowlike,cow
14976,like,crablike,crab
14978,like,craftsmanlike,craftsman
14980,like,craterlike,crater
14981,like,cultlike,cult
14982,like,cuplike,cup
14985,like,cushionlike,cushion
14987,like,daisylike,daisy
14989,like,deathlike,death
14990,like,desertlike,desert
14991,like,dirgelike,dirge
14992,like,disclike,disc
14993,like,doglike,dog
15001,like,domelike,dome
15002,like,dovelike,dove
15011,like,dragonlike,dragon
15014,like,drumlike,drum
15015,like,earthlike,earth
15016,like,egglike,egg
15017,like,elflike,elf
15018,like,eyelike,eye
15021,like,fairylike,fairy
15022,like,fanglike,fang
15023,like,fanlike,fan
15026,like,featherlike,feather
15027,like,feltlike,felt
15028,like,fernlike,fern
15029,like,fingerlike,finger
15032,like,flowerlike,flower
15034,like,flutelike,flute
15035,like,folklike,folk
15036,like,fortresslike,fortress
15037,like,fringelike,fringe
15039,like,furlike,fur
15041,like,gemlike,gem
15042,like,gentlemanlike,gentleman
15051,like,ghostlike,ghost
15057,like,glasslike,glass
15058,like,gnomelike,gnome
15059,like,goatlike,goat
15060,like,godlike,god
15063,like,grapelike,grape
15064,like,grasslike,grass
15065,like,hairlike,hair
15069,like,hawklike,hawk
15070,like,headlike,head
15071,like,hoodlike,hood
15072,like,hooflike,hoof
15073,like,hooklike,hook
15074,like,hymnlike,hymn
15077,like,insectlike,insect
15079,like,jazzlike,jazz
15080,like,knifelike,knife
15082,like,knoblike,knob
15083,like,lacelike,lace
15086,like,ladderlike,ladder
15090,like,laserlike,laser
15092,like,leaflike,leaf
15093,like,leatherlike,leather
15094,like,letterlike,letter
15098,like,lilylike,lily
15099,like,lionlike,lion
15100,like,machinelike,machine
15101,like,manlike,man
15110,like,masklike,mask
15111,like,matlike,mat
15113,like,meshlike,mesh
15115,like,mirrorlike,mirror
15116,like,moonlike,moon
15117,like,mosslike,moss
15118,like,mustardlike,mustard
15121,like,needlelike,needle
15123,like,netlike,net
15124,like,onionlike,onion
15125,like,paperlike,paper
15126,like,parklike,park
15127,like,parrotlike,parrot
15129,like,peglike,peg
15131,like,petallike,petal
15132,like,plumelike,plume
15134,like,podlike,pod
15136,like,pouchlike,pouch
15139,like,prisonlike,prison
15141,like,razorlike,razor
15142,like,reedlike,reed
15143,like,ribbonlike,ribbon
15144,like,ridgelike,ridge
15145,like,rocklike,rock
15148,like,rodlike,rod
15151,like,rootlike,root
15152,like,ropelike,rope
15153,like,saclike,sac
15154,like,scalelike,scale
15156,like,scoutlike,scout
15159,like,sheeplike,sheep
15161,like,shrewlike,shrew
15164,like,shrimplike,shrimp
15165,like,shrinelike,shrine
15168,like,shrublike,shrub
15169,like,skunklike,skunk
15170,like,slavelike,slave
15172,like,slitlike,slit
15173,like,sluglike,slug
15174,like,snakelike,snake
15178,like,songlike,song
15181,like,spearlike,spear
15182,like,spikelike,spike
15183,like,spinelike,spine
15184,like,spongelike,sponge
15189,like,statelike,state
15191,like,statesmanlike,statesman
15196,like,stonelike,stone
15197,like,straplike,strap
15200,like,suckerlike,sucker
15202,like,sunlike,sun
15207,like,swamplike,swamp
15209,like,swanlike,swan
15216,like,swordlike,sword
15217,like,tarlike,tar
15218,like,tentlike,tent
15219,like,toothlike,tooth
15220,like,toylike,toy
15221,like,trancelike,trance
15222,like,treelike,tree
15225,like,tubelike,tube
15227,like,vinelike,vine
15228,like,waiflike,waif
15231,like,wartlike,wart
15232,like,wasplike,wasp
15234,like,wavelike,wave
15235,like,waxlike,wax
15236,like,wedgelike,wedge
15238,like,whiplike,whip
15239,like,whiskerlike,whisker
15241,like,wirelike,wire
15242,like,womblike,womb
15245,like,workmanlike,workman
15259,like,wraithlike,wraith
15260,ic,relativistic,relativist
15265,ic,juristic,jurist
15266,ic,universalistic,universalist
15267,ic,cognatic,cognate
15268,ic,dharmic,dharma
15269,ic,astrolabic,astrolabe
15270,ic,abasic,abasia
15271,ic,abietic,abies
15273,ic,abscisic,abscise
15274,ic,achondritic,achondrite
15276,ic,acrobatic,acrobat
15278,ic,acrylic,acryl
15282,ic,activistic,activist
15283,ic,adaptogenic,adaptogen
15285,ic,aerologic,aerology
15287,ic,agapeic,agape
15288,ic,alcoholic,alcohol
15292,ic,aldermanic,alderman
15293,ic,aldonic,aldose
15294,ic,alginic,algin
15295,ic,alkalic,alkali
15297,ic,allelic,allele
15301,ic,allomorphic,allomorph
15302,ic,allopatric,allopatry
15303,ic,allylic,allyl
15304,ic,amaurotic,amaurosis
15305,ic,ameloblastic,ameloblast
15306,ic,amnesic,amnesia
15309,ic,amuletic,amulet
15310,ic,anachronistic,anachronism
15313,ic,anarchic,anarchy
15317,ic,anecdotic,anecdote
15322,ic,angiographic,angiography
15323,ic,anosmic,anosmia
15324,ic,anthemic,anthem
15325,ic,anthropologic,anthropology
15327,ic,antiheroic,antihero
15328,ic,antihistaminic,antihistamine
15329,ic,antonymic,antonym
15332,ic,aortic,aorta
15333,ic,aphanitic,aphanite
15334,ic,apneic,apnea
15335,ic,apomorphic,apomorphy
15337,ic,apophonic,apophony
15340,ic,arkosic,arkose
15341,ic,arthroscopic,arthroscopy
15342,ic,asphaltic,asphalt
15345,ic,asthenospheric,asthenosphere
15348,ic,astrophotographic,astrophotography
15349,ic,asymptotic,asymptote
15350,ic,atelectatic,atelectasis
15351,ic,atrophic,atrophy
15352,ic,autapomorphic,autapomorphy
15354,ic,autarkic,autarky
15355,ic,autocratic,autocrat
15357,ic,autogynephilic,autogynephilia
15358,ic,autonomic,autonomy
15359,ic,autoradiographic,autoradiograph
15360,ic,axonic,axon
15361,ic,bainitic,bainite
15362,ic,balladic,ballad
15363,ic,baric,bar
15365,ic,baryonic,baryon
15366,ic,basic,base
15367,ic,belletristic,belletrist
15369,ic,bibliographic,bibliography
15370,ic,biogeographic,biogeography
15371,ic,biologic,biology
15373,ic,bosonic,boson
15375,ic,bourbonic,bourbon
15376,ic,boustrophedonic,boustrophedon
15378,ic,brunisolic,brunisol
15379,ic,bureaucratic,bureaucracy
15383,ic,cacodylic,cacodyl
15384,ic,calcific,calcify
15386,ic,calcitic,calcite
15388,ic,camphoric,camphor
15389,ic,carbocationic,carbocation
15390,ic,carbonatitic,carbonatite
15391,ic,carbonic,carbon
15392,ic,carcinogenic,carcinogen
15394,ic,cartographic,cartography
15395,ic,casuistic,casuist
15397,ic,cataclysmic,cataclysm
15399,ic,cationic,cation
15401,ic,chalcedonic,chalcedony
15402,ic,chameleonic,chameleon
15403,ic,chauvinistic,chauvinist
15404,ic,chernozemic,chernozem
15408,ic,chiliastic,chiliast
15409,ic,chloritic,chlorite
15410,ic,chondritic,chondrite
15411,ic,cinematographic,cinematograph
15412,ic,classicistic,classicist
15414,ic,claustrophobic,claustrophobia
15417,ic,coelomic,coelom
15418,ic,colonic,colon
15419,ic,colposcopic,colposcopy
15420,ic,comedic,comedy
15421,ic,cometic,comet
15422,ic,communistic,communist
15423,ic,coprolitic,coprolite
15424,ic,councilmanic,councilman
15425,ic,cremasteric,cremaster
15427,ic,cryptographic,cryptography
15428,ic,crystallographic,crystallography
15429,ic,cultic,cult
15430,ic,cyclonic,cyclone
15434,ic,cytoplasmic,cytoplasm
15436,ic,deltaic,delta
15438,ic,demographic,demography
15444,ic,demonymic,demonym
15445,ic,diaristic,diarist
15446,ic,diasporic,diaspore
15449,ic,diastolic,diastole
15450,ic,diasystemic,diasystem
15451,ic,dichotomic,dichotomy
15452,ic,digraphic,digraph
15453,ic,dimeric,dimer
15455,ic,dioramic,diorama
15456,ic,dioritic,diorite
15457,ic,diploic,diploe
15458,ic,disciplic,disciple
15460,ic,doleritic,dolerite
15461,ic,dramaturgic,dramaturgy
15462,ic,eisteddfodic,eisteddfod
15463,ic,electrocardiographic,electrocardiograph
15468,ic,empathogenic,empathogen
15469,ic,enantiomeric,enantiomer
15471,ic,encephalic,encephalon
15472,ic,encyclopedic,encyclopedia
15481,ic,endodermic,endoderm
15482,ic,endomorphic,endomorph
15483,ic,endophenotypic,endophenotype
15484,ic,enolic,enol
15485,ic,entactogenic,entactogen
15486,ic,enteropathogenic,enteropathogen
15489,ic,enzymatic,enzyme
15490,ic,epigenomic,epigenome
15491,ic,epiploic,epiploon
15492,ic,episodic,episode
15494,ic,erythrodermic,erythroderma
15495,ic,essayistic,essayist
15496,ic,etheric,ether
15497,ic,ethnonymic,ethnonym
15498,ic,ethylenic,ethylene
15501,ic,ethylic,ethyl
15503,ic,etymologic,etymology
15504,ic,eukaryotic,eukaryote
15505,ic,exonic,exon
15506,ic,felsitic,felsite
15508,ic,fibrotic,fibrosis
15509,ic,filmic,film
15510,ic,fistic,fist
15511,ic,fluoroscopic,fluoroscope
15514,ic,ganglionic,ganglion
15515,ic,gematric,gematria
15516,ic,genitalic,genital
15517,ic,gentilic,gentilis
15519,ic,geogenic,geogeny
15520,ic,gestic,gest
15522,ic,glycidic,glycide
15523,ic,glycogenic,glycogen
15524,ic,glycolic,glycol
15525,ic,gneissic,gneiss
15527,ic,granophyric,granophyre
15528,ic,granulocytic,granulocyte
15529,ic,gravitonic,graviton
15530,ic,gyroscopic,gyroscope
15531,ic,hadronic,hadron
15532,ic,halachic,halacha
15533,ic,harzburgitic,harzburgite
15535,ic,hematitic,hematite
15537,ic,hemispheric,hemisphere
15538,ic,heptameric,heptamer
15539,ic,heraldric,heraldry
15540,ic,heteroplasmic,heteroplasmy
